Code,Type,Condition,Recovery
-2139,warning,While encrypting the service package an error occurred,
-2140,warning,Not enough space left on the usb device to save the service package,
-2141,warning,An error occurred while initializing the data recorder,
-2142,warning,Data recorder error: USB stick has been removed,
-2143,warning,Data recorder error: Writing data failed,
-2144,warning,Data recorder error: Reset failed,
-2145,warning,Data recorder error: Not enough space on usb device,
-2146,warning,Temperature Solid State 1 ventilation too high (over 60 °C),
-2147,warning,Temperature Solid State 2 ventilation too high (over 60 °C),
-2148,warning,The machine should be equipped with a VPC,The machine should be equipped with a VPC to control the heating water flow of an external heat exchanger. The VPC was not recognized.  so the machine behaves like a standard machine without VPC
-2149,warning,Control parameters of internal control (expert mode) are not initialized,
-2150,warning,An error occurred while encrypting the service package for the network,
-2151,warning,An error occurred while uploading the service package to the network,Check ethernet settings
-2152,warning,The communication watchdog time has expired. The second setpoint was set,
-2153,warning,DEM1 does not respond,CAN-Bus or DEM1 (Digital input) module problem
-2154,warning,DEM2 does not respond,CAN-Bus or DEM2 (Digital input) module problem
-2155,warning,DEM3 does not respond,CAN-Bus or DEM3 (Digital input) module problem
-2156,warning,DEM4 does not respond,CAN-Bus or DEM4 (Digital input) module problem
-2157,warning,DEM5 does not respond anymore,Digital input module 5 no longer answers. Check connections. Check connections. Check that at least some module LEDs are lit and no blinking red LEDs
-2158,warning,The DEM6 is not responding anymore,Digital input module DEM 6 no longer answers. Check connections. Are module LEDs lit
-2159,warning,The DEM7 is not responding anymore,Digital input module DEM 7 no longer answers. Check connections. Are module LEDs lit
-2160,warning,DAM1 does not respond,CAN-Bus or DAM1 (Digital output) module problem
-2161,warning,DAM2 does not respond,CAN-Bus or DAM2 (Digital output) module problem
-2162,warning,DAM3 does not respond,CAN-Bus or DAM3 (Digital output) module problem
-2163,warning,DAM4 does not respond,CAN-Bus or DAM4 (Digital output) module problem
-2164,warning,The stepper motor module1 does not respond anymore,Stepper motor module 1 no longer answers. Check connections
-2165,warning,The stepper motor module 2 is not responding anymore,Stepper motor module 2 not answering any more
-2166,warning,The stepper motor module 3 does not respond,Check connections.  CAN-Bus connections.  possible Stepper motor module modul fault. Check LEDs on module
-2167,warning,The temperature pressure module 1 is not responding anymore Check connections etc,
-2168,warning,The Temperature - pressure module 2 is not responding. Check connections etc,
-2169,warning,The Temperature/pressure module 3 does not acknowledge any more,Check CAN-Bus connections. Possible module defect. Check LEDs on module are lit
-2170,warning,The Temperature/pressure module 4 does not acknowledge any more,Check CAN-Bus connections. Possible module defect. Check LEDs on module are lit
-2171,warning,The DSM1 is not responding anymore,
-2172,warning,
-2173,warning,
-2174,warning,The safety circuit module 1 does not respond anymore,Safety module 1 no longer answers. Check connections
-2175,warning,The safety circuit module 2 does not answer,
-2176,warning,Communication with safety module 3 failed,
-2177,warning,Communication with safety module 4 failed,
-2178,warning,T2M1 no longer answers,Check connections to second temperature module 1
-2179,warning,T2M2 does not respond anymore Check connections to T2M2,The VPC is not responding anymore. VPC no longer answers. Check connections
-2181,warning,The cooling water valve SWV1 does no longer responds,Check wiring to cooling water valve SWV1.  check LED lit on its rear side. Check connections to Bus Board. Possible water valve or bus board or wiring fault
-2182,warning,The cooling water valve SWV2 does no longer responds,Check wiring to cooling water valve SWV2.  check LED lit on its rear side. Check connections to Bus Board. Possible water valve or bus board or wiring fault
-2183,warning,The cooling water valve SWV3 does no longer responds,Check wiring to cooling water valve SWV3.  check LED lit on its rear side. Check connections to Bus Board. Possible water valve or bus board or wiring fault
-2184,warning,The UCT board does not communicate any more,Defective board.  or CAN-Bus problem. Change board.  check CAN-bus connections and flat band cable to Over Temp board
-2185,warning,The over temperature board (OT) does not communicate any more (Via CAN),Defective board.  or CAN-Bus problem. Change board.  check CAN-bus connections and flat band cable to Over Temp board
-2186,warning,The compressor was not switched off correctly (e.g. because of a mains failure),Please do not switch off the power supply before the machine has stopped operating. There may be a delay of several hours before the temperature control can be started
-2187,warning,DIC1 does not respond,CAN-Bus or DIC1 (Digital input counter) module problem
-2188,warning,Status contact of the fan 3 has operated,Check fan 3 power supply is present and correct. Check fan is free to rotate
-2189,warning,Status contact of the fan 4 has operated,Check fan 4 power supply is present and correct. Check fan is free to rotate. Cooling water outlet temperature lower than expected. Possible cooling water valve defect
-2191,warning,Process safety mode deactivated,As no cooling is available the process safety mode has been deactivated
-2192,warning,The level inside the expansion tank is too low,The level has fallen below 20%. If it falls below 10% the unit will switch off to protect the pump. Fill fluid
-2193,warning,No water flow registered Water valve open,Check water connections.  water filter and that water pressure is available
-2194,warning,The temperature difference between active board temperature and ambient temperature is too high (thermal resistance),Please take counteraction in construction
-2195,warning,Level switch F2M1 has operated,The level switch has operated. Check level and refill
-2196,warning,Something is configured wrong. See /var/log/messages for details,
-2197,warning,Noise on temperature sensor – Internal temperature (fluid outlet or bath),Internal PT100 sensor possibly faulty or has bad connections. Possibly the insulation resistance of the internal or process PT100 is too low. Please investigate and/or replace the faulty sensor. Possible Controller fault. Replace by known good controller
-2198,warning,Noise on temperature sensor – Process temperature,Process sensor faulty or connection or cable faulty or pick up of noise on cable. Check cable shielding and earthing. Possibly the insulation resistance of the process PT100 is too low. Please investigate and/or replace this sensor. Possible Controller fault. Replace by known good controller
-2199,warning,Noise on temperature sensor – Fluid return temperature,Fluid return Pt100 possibly faulty or has bad connections. Possibly the insulation resistance of the process PT100 is too low. Please investigate and/or replace the faulty sensor. Possible. Controller fault. Replace by known good controller
-2200,warning,Noise on temperature sensor,PT100 sensor possibly faulty or has bad connections. Possibly the insulation resistance of the internal or process PT100 is too low. Please investigate and/or replace the faulty sensor. Possible Controller fault. Replace by known good controller. Check service package for details
-2201,warning,Modbus tcp transmit error,
-2202,warning,The temperature in the expansion vessel has risen above 80 °C. When 90 °C is reached the machine turns off,
-3000,warning,Clock rechargeable battery is empty,When the Pilot ONE has been turned off for a very long time.  then this is OK. Leave the machine switched on.  in standby for a few hours. The battery will recharge. The clock will have to be set to the correct time and date afterwards
-3001,warning,The graphics librarary has notified the error : GUILIBErrorNYI: function not yet implemented (Pilot),(Pilot)
-3003,warning,The graphics library has notified the error : GUILIBErrorPAR: parameters out of range (Pilot),Die Grafikbibliothek meldet den Fehler: GUILIBErrorPAR: parameters out of range (Pilot)
-3006,warning,The graphics library has notified the error : GUILIBErrorMEM (Pilot),
-3007,warning,The graphics library has notified the error : GUILIBErrorCNA (Pilot),
-3008,warning,The graphics library has notified the error : GUILIBErrorDDE: device driver error (Pilot),Die Grafikbibliothek meldet den Fehler: GUILIBErrorDDE: device driver error (Pilot)
-3020,warning,The graphics library notified the error : GUILIBErrorLST (Pilot),
-3030,warning,The graphics library has notified the error : GUILIBErrorBUT (Pilot),
-3128,warning,Latest after 10ms still no acknowledgement has arrived from Pilot-EEPROM */ Possible Pilot hardware fault. Check Pilot by replacement,
-3129,warning,An automation system has requested data too quickly,
-3130,warning,Error writing settings file to USB stick,
-3131,warning,The settings file cannot be loaded. Please wait,
-3132,warning,Settings cannot be copied as the circulator is not in standby mode or the circulation is running. Turn machine to standby mode by stopping temperature control, circulation or air purge
-3134,warning,Error loading settings file from USB stick,File was not found.  is corrupted or encryption type does not match
-3135,warning,Error loading settings file from USB stick,Device is not compatible to the source device
-3136,warning,Error loading settings file from USB stick,Pilot ONE software is older than the software on the source device
-3137,warning,Error loading settings file from USB stick. The E-grades do not match,
-9101,warning,The EEPROM cannot be opened,A fault has occurred when accessing the EEPROM EEPROM kann nicht gelesen werden
-9102,warning,No hardware key found / AB type not known,The Active Board cannot be correctly identified. There is probably a memory fault
-9103,warning,No Virgin code found,The identifier in the EEPROM cannot be found. There is probably a fault in the EEPROM
-9104,warning,The SimFile is faulty,The data in the EEPROM cannot be corrected. There is probably a fault in the EEPROM
-9105,warning,The device interface 'Pump' cannot be opened,Present access to the pump control was refused
-9106,warning,The device interface 'SysAdc' cannot be opened. Present access to the AD-converter was refused,
-9107,warning,The device interface 'MWE-EH' cannot be opened,Present access to the measured values found was refused
-9108,warning,The device interface 'AD7793' cannot be found,
-9109,warning,The device interface 'Stepper' cannot be opened,Present access to the stepper motor was refused
-9110,warning,The device interface 'Analogue-In CC/VG' cannot be opened,Present access to the analogue input of the Active Board CC / Active Board VG was refused
-9111,warning,The device interface 'TMP100' cannot be opened,Present access to the temperature monitoring of the Active Board was refused
-9112,warning,The device interface 'control voltage Pump' cannot be opened,Present access to the analogue output (pump speed control voltage) was refused
-9113,warning,The device interface 'DigPot' cannot be opened,
-9114,warning,The device interface 'I2C' cannot be opened,Present access to the I2C bus was refused
-9115,warning,The device interface 'SPI' cannot be opened,Present access to the SPI bus was refused
-9116,warning,The device interface 'I2C' cannot be opened for the PCA9552,Present access to the flow diagram I2C was refused
-9117,warning,The device interface 'I2C' cannot be opened for the SAA1064,Present access to the 7 segment display of the flow diagram via I2C bus was refused
-9118,warning,The device interface 'PCA9555' cannot be opened,Present access to the digital input / output via the I2C bus was refused
-9119,warning,The EEPROM cannot be opened,
-9120,warning,The process SysAdc cannot be started,The process for the analogue conversion cannot be started
-9121,warning,The process MWE cannot be started,The process for acquiring the measured values cannot be started
-9122,warning,The process Safety cannot be started,The process for the safety monitoring cannot be started
-9123,warning,The process Data controller cannot be started,The process for data processing cannot be started
-9124,warning,The process Mains frequency cannot be started,The process to find the mains frequency cannot be started
-9125,warning,The process PCF8574 cannot be started,The process for controlling the digital input / output cannot be started
-9126,warning,The process Analog-In CC/VG cannot be started,The process for the analogue input cannot be started
-9127,warning,The process Stepper motor cannot be started,The process for the stepper motor control cannot be started
-9128,warning,The process SPI cannot be started,The process for the SPI interface cannot be started
-9129,warning,The process AD7793 cannot be started,The temperature conversion process cannot be started
-9130,warning,The process PCA9555 cannot be started,The process for controlling the digital input /output cannot be started
-9131,warning,The process TMP100 cannot be started,The measuring circuit board temperature process cannot be started
-9132,warning,The process Display cannot be started,The process for controlling the flow diagram and the 7 segment display cannot be started
-9133,warning,On accessing a device interface, not all the requested bytes can be read
-9134,warning,On accessing a device interface, not all the requested bytes can be written
-9135,warning,There has been no message from the Pilot for too long,There has been no data exchanged with the Pilot for at least 30 seconds
-9136,warning,A message from the pilot have been received again. Data exchange has been resumed with the Pilot,
-9137,warning,NTR is o.k,The function test of the mains isolation relay was successful. NTR ist o.k
-9138,warning,The mains isolation relay is on when it should be off,When monitoring the mains isolation relay it has been detected that this is turned on.  when it should be off. Possibly a contact is sticking
-9139,warning,The mains isolation relay is off, but should be on. When monitoring the mains isolation relay.  it has been detected that this is turned off when it should be on . Possibly a contact is faulty
-9140,warning,The mains isolation relay left hand circuit registers on, when it should be off. The left hand circuit of the mains isolation relay is registering as being on.  but it should be off. Possibly a driver transistor is faulty
-9141,warning,The mains isolation relay left hand circuit registers off when it should be on,The left hand circuit of the mains isolation relay is registering as being off.  but it should be on. Possibly a driver transistor is faulty
-9142,warning,The mains isolation relay right hand circuit registers on, when it should be off. The right hand circuit of the mains isolation relay is registering as being on.  but it should be off. Possibly a driver transistor is faulty
-9143,warning,The mains isolation relay right hand circuit registers off when it should be on,The right hand circuit of the mains isolation relay is registering as being off.  but it should be on. Possibly a driver transistor is faulty
-9145,warning,RDY is not HIGH (AD7793),The temperature measurement circuit refuses to give clearance for a new measurement cycle
-9146,warning,RDY is not LOW (from AD7793),The temperature measurement circuit refuses to give clearance for a new measurement cycle
-9147,warning,With the output return monitoring, a discrepancy between the measured and requested condition has been found
-9148,warning,With the output return monitoring, a discrepancy between the measured and requested condition has been found
-9149,warning,With the output return monitoring, a discrepancy between the measured and requested condition has been found
-9150,warning,With the output return monitoring, a discrepancy between the measured and requested condition has been found
-9151,warning,CHK SIG_24HZ1,With the output return monitoring.  a discrepancy between the measured and requested condition has been found
-9152,warning,CHK SIG_24HZ2,With the output return monitoring.  a discrepancy between the measured and requested condition has been found
-9153,warning,CHK PRELOAD_PUMP,With the output return monitoring.  a discrepancy between the measured and requested condition has been found
-9154,warning,CHK DA_10,With the output return monitoring.  a discrepancy between the measured and requested condition has been found
-9155,warning,EEP Seek failed on EEPROM,
-9156,warning,Unable to open device CAN_MEMCOPY,
-9157,warning,Invalid file handle: device is not open,
-9158,warning,Timeout receiving sciopta message,
-9159,warning,Unable to open serial port,
-10000,warning,Error with Database,A generic database error has occurred during a query
-10100,warning,Error with Database,A generic database error with the configuration values has occurred during a query
-10104,warning,Error managing favourites,The favourite you have selected cannot be found in the database. Database corrupt
-10105,warning,Translation,Chosen translation could not be found in libError. Is your translation file missing
-10106,warning,Translation,Chosen translation could not be found in qt library. Is your translation file missing
-10107,warning,Translation,Chosen translation could not be found. Is your translation file missing
-10108,warning,Translation,Chosen translation could not be found in libs library. Is your translation file missing
-10119,warning,Error receiving data from control,An error while waiting for data from the control (d-bus) has occurred
-10121,warning,Database error,There seems to be something wrong with the menu/configuration database. Database will be restored
-10124,warning,Database error,The database couldn't be restored
-10127,warning,Calendar start time/date/rtcEvent/program is not valid,The calendar start time/date is set to 01.2000 00:00 as default value and is valid now Kalenderstart time/date/rtcEvent/program ist ungültig
-10132,warning,Control synchronisation error,A timeout is occurred while waiting for synchronisation from control. Driver error. Security controller detected a mismatch between the values entered and observed
-10136,warning,Timeout,Security controller signals an error.  did you need longer than 30s to adjust your value. (Safety feature)
-10140,warning,
-10145,warning,Write error with d-bus structure,
-10146,warning,
-10147,warning,Unknown error with d-bus structure,
-10148,warning,The GUI watchdog time has expired,
-10155,warning,Error with Database,The database is outdated and will be restored
-10156,warning,Couldn't get value from config database See /var/log/messages for details,
-10157,warning,Couldn't set value to config database See /var/log/messages for details,
-10158,warning,Couldn't convert config database value,
-15001,warning,Touch Controller communication error,The communication to the touch controlles is not working correctly
-15008,warning,The touch sensor selftest has failed,
-15020,warning,Network error,The ethernet configuration could not be set correctly. Please set the configuration in the ethernet menu
-15025,warning,Pilot EEPROM error,The Pilot EEPROM could not be written correctly
-15035,warning,Firmware version mismatch,The firmware has been modified. Please flash the latest firmware. Make a factory reset. Check controller by replacement
-4097,message,A factory reset cannot be carried out as the circulator is not in standby mode,
-4098,message,The temperature control program exceeds the limits of the minimum / maximum set point. Check that the max and min set points set for the machine will allow the temperature extremes required in the program to be run. If required change the Max / Min setpoint or the program to suit,
-4099,message,Process temperature not okay,An attempt was made to switch the Temperature mode to process regulation but the required process temperature cannot be correctly read. The external temperature display must not show NC or -274°C. Turn off the identification. It has finished. At the moment it is not possible to switch the identification mode in order to only measure the volumetric flow rate. The identification mode cannot presently be changed to only measure the flow rate. A performance target from an external automation system is not presently possible.  because either a ramp.  a program.  set point following or set point setting via the AIF input is activated. Check machine settings allow the external control system to operate correctly. E. if a ramp is running on the programmer.  the external system cannot change this
-4103,message,TAC successfully completed,TAC was able to identify the fluid circuit and all control parameters are now available for use
-4104,message,TP cannot be started during De-gassing,When degassing is activated.  no temperature control programme can be started. Degassing can only take place under hand control of the temperature set point. If a programme is required to be started.  then Degassing must be first turned off
-4105,message,TP not okay,The desired programme can not be used because it has not been defined. The TP under the requested number is empty. No programme name or number has been given for starting.  or the program contains no data
-4106,message,The set point has been limited during input,A set-point input via the digital interface was higher or lower than the present max or min setpoint.  and was thus limited to these values
-4107,message,Min SP limited,The Min SP was limited as it was set below the minimum machine temperature range or. above the actual setpoint
-4108,message,Max SP limited,The Max SP was limited as it was set above the maximum machine temperature range or below the actual setpoint
-4109,message,TP start not okay,The program could not be started because an alarm is active. Cancel the alarm by turning the machine off and on again. Temperaturprogrammstart abgebrochen
-4110,message,TP temp not okay,Before the TP start it was found that there is a segment whose temperature was too low and lies outside the set point range. The entered value was discarded. Check temperatures required in program and enter the appropriate value
-4111,message,TP temp not okay,Before the TP start it was found that there is a segment whose temperature was too high and lay outside the set point range. The entered value was discarded. Check temperatures required in program and enter the appropriate value. No more adjustment points available. The maximum number of adjustment points for this sensor have been reached. Perhaps delete a non essential point
-4113,message,ComG@te not found,The Com.G@te is either generally required or a machine function using the Com.G@te is required.  and it has not been found. Check Com.G@te by replacement. These settings can not be accepted because no Com.G@te is connected. Check Com.G@te connections to machine. Check Com.G@te by replacement. TAC is temporarily not possible. The TAC start is presently not possible due to some prevailing condition. Temperature control OFF.  external set point control activated.  compressor automatic temperature control only just started.  refrigerating machine not ready) or the power setting is done directly (AIF. DIF) etc
-4116,message,The compressor automatic can not be set to 'always off' at present because cooling capacity has to be available for the identification. As soon as the first initial identification has been completed the compressor can be switched off,Wait until the machine has finished the first phase of identification.  after which cooling is not required. The compressor Automatic can then be set to 'Always off'. The emergency cooling cannot be switched off at present because cooling is needed for the identification.  though the compressor automatic was switched to 'always off'. Please wait until the identification process has finished.  and then change the setting
-4118,message,Process security requires compressor to run,The OT mode Process security requires the refrigeration to be in continuous readiness. Please set the compressor automatic to 'Always on'
-4119,message,Process security requires compressor to run,The OT mode Process security requires the refrigeration to be in continuous readiness. The Compressor Automatic can only be be switched to 'Always on'. If a setting for the Compressor Automatic other than 'Always on' is required then the emergency cooling must be turned off. The operating point adjustment is not possible at present because the identification has not yet been completed. Please wait until the Identification process has completed before any settings are changed
-4121,message,TAC has been aborted,The TAC has been aborted as the evaluation has given nonsense results. Possibly thermal influence by the application . The Die Identifikation wurde abgebrochen as the evaluation has given nonsense results. Possibly thermal influence by the application
-4122,message,TAC has been aborted,TAC aborted as the required power was not reached. Is a power reduction activated. Has the set point been changed
-4123,message,TAC has been aborted,TAC could not find the dead time. The external fluid system is very slow reacting or the. machine has insufficient power. TAC started too close to the end temperature
-4124,message,The release signal from the oil sump for the compressor was not issued yet. Please wait until the compressor has reached operating temperature,
-4125,message,The ModBus-module could not be found,The Modbus module required by the system was not found Check connections to machine. Possible Modbus module fault
-4126,message,Choice of AIF-SP blocked,Another automatic set point demand is active. This must first be ended. Thus set point selection via AIF is not possible at present because e.g. a ramp.  a program or set point following is activated.Check machine settings to ensure that the AIF interface has control of the Set-point. Choice of Set Point following is blocked. Some other automatic set point demand is active. This must first be ended. Thus.  set point following is not possible because e.g. a ramp.  a program or a set point selection is activated via AIF. Check machine settings to ensure that set point following is possible. Only for test. Only for test. The controller has received an unknown command from the Com. Check Com.G@te connections and check Com.G@te by replacement. Prüfe Com. das Com. During the transmissions of the AIF structures from pilot to control an error has occurred. Problem: during the structure transfer the first fragment is missing.  the transmission begins with the second fragment
-4132,message,TC mode switching is blocked,The requested function is only available when the manual set point input is active. Sensor adjustment not possible. The sensor is not present.  and thus the adjustment is not possible. Check if sensor is physically present. Possibly cable or connections or the sensor itself is defective Fühlerabgleich ist nicht möglich. Switching of SP source blocked. The set point source can not be changed because the circulator is in control mode. Either the set point or the identification is active. Before switching the source.  temperature control mode or TAC idenfication should not be active. Turn off the temperature control or the identification before the set-point source is changed. Machine should be in standby
-4135,message,TAC has been aborted,The temperature control system does not deliver a sensible value for the process regulation over a longer time. Check external sensor placement. System fluid dynamics possibly very slow or very fast
-4136,message,TAC not ideal,The temperature control system cannot deliver good results. The control will not be optimum
-4137,message,The start is not yet possible,The VPC initialisation takes a few seconds. Please try again. AIF-out adjustment is not possible. The AIF-in adjustment is blocked as too large a value must be corrected. The determined adjustment point was refused during the calibration of the AIF-input because the deviation between set and actual current value is more than 4mA. Find and correct the reason for the large difference. Check that the actual current delivered by the external system is within 4mA of the set current
-4140,message,Max number of adjustment point reached,
-4141,message,The desired (pressure) sensor is not available and can therefore not be adjusted,Check sensor is physically present. Check connector and cables are ok. Possible sensor fault. Check by replacement
-4142,message,No start possible as fluid level is not OK,Please first correct the fluid level
-4143,message,No start possible as the expansion vessel OT set point is over 70°C,For normal operation.  70°C is the maximum allowed OT set point. Higher settings are only (temporarily) possible in De-gassing mode. Reduce the expansion tank over temperature trip value to below 70°C
-4144,message,TAC aborted,The required temperature could not be reached in the time allowed. The system is too slow. Either System dynamics very slow.  or insufficient cooling/heating power available in machine
-4145,message,PID controller switching blocked,Switching to TC process regulation is blocked as the PID values there are not correct. Adjust hand parameters. All PID values must be positive
-4146,message,TC mode switching is blocked,The specially set PID temperature controller does not allow process control. It is preferable to change control mode in the standby condition
-4147,message,PID not okay,The PID does not match the control algorithm (anymore).The external control parameters are not allowed with the chosen control algorithm. T process switching blocked. Set the standard settings before the switching is made. The process temperature is presently given by an alternative channel. This setting must first be be reset before a new source can be set. AIF-out adjustment is not possible. The correction is too large. There is either an operational or a hardware fault. the difference between the measured and set value is greater than 4mA. Check that the actual current deliverd by the external system is within 4mA of the set current. The TAC conditions are not very stable. The system must not be disturbed during TAC. The identification is finished.  but the quality of the parameters are not good. Try out the system.  and if not satisfactory do another identification.  perhaps with a larger temperature jump
-4151,message,Stepper motor reset, as the stepper motor (LT-stage in two stage systems.  HT stage in single stage systems) has reached minimum position during the refrigeration control. This can occasionally happen
-4152,message,Pump parameters not okay,Adjustment data for the torque test is missing. (Active board). This data can often be entered from the FAT
-4153,message,A reference movement of the parallel evaporator stepper motor is being carried out, as it has lost Steps and cannot be closed. This can occasionally happen
-4154,message,A reference movement of the stepper motor for the intermediate injection of the LT stage has been carried out, as it was wide enough open. This can occasionally happen
-4155,message,A reference movement of the stepper motor for the superheat or frost protection control is being carried out,This can occasionally happen
-4156,message,A reference movement of the hot gas injection stepper motor (LT-stage) was made because it had lost steps and was not closed,
-4157,message,PoKo/ECS Interface not found,
-4158,message,HT stage stepper motor reset, because the stepper motor minimum position had been reached during refrigeration control. was printed until 24.2012 as -4156 errornously
-4159,message,Stepper motor reset, (2nd LT-Stage stepper motor) because minimum position had been reached during the refrigeration control
-4160,message,A reference movement of the hot gas injection stepper motor (HT-stage) was made because it had lost steps and was not closed,
-4161,message,A reference run of the stepper motor expansion valve used to control the compressor circuit which cools the expansion and vent lines has been done because of possible lost steps,
-4162,message,A reference run of the mt-stage stepper motor valve has been done,
-4170,message,Service/Maintenance recommented (due in 4 weeks),For further information www.huber-online.com/maintenance
-4171,message,Service/Maintenance recommented (due in 3 weeks),For further information www.huber-online.com/maintenance.  -4172 [message]. Service/Maintenance recommented (due in 2 weeks). For further information www.huber-online.com/maintenance.   -4173 [message]. Service/Maintenance recommented (due in 1 week). For further information www.huber-online.com/maintenance.   -4174 [message]. Service/Maintenance recommented. For further information www.huber-online.com/maintenance.   -4175 [message]. F-Gas test (due in 4 weeks). For further information www.huber-online.com/maintenance F-Gas Test durchführen (in 4 Wochen)
-4176,message,F-Gas test (due in 3 weeks),For further information www.huber-online.com/maintenance
-4177,message,F-Gas test (due in 2 weeks),For further information www.huber-online.com/maintenance.   -4178 [message]. F-Gas test (due in 1 week). For further information www.huber-online.com/maintenance.   -4179 [message]. F-Gas test due. For further information www.huber-online.com/maintenance.   -4180 [message]. No start possible as fluid level is too low. The fluid level inside the expansion tank must be at least 20%. To start venting mode a level of 25% is required. Fill fluid.    -4181 [message]. Degassing cannot be started while TP is running. While a temperature control programme is active.  degassing cannot be started. Degassing can only take place under manual control of the temperature set point
-4182,message,Settings cannot be saved as the circulator is not in standby mode or the circulation is running,
-4183,message,The settings file was successfully created on USB stick,
-4185,message,No settings group was selected,Please select at least one settings group to copy. CAN-message in the MeldungObject 0 lost. CAN-message in the MeldungObject 1 lost. CAN-message in the MeldungObject 2 lost. CAN-message in the MeldungObject 3 lost. CAN-message in the MeldungObject 4 lost. CAN-message in the MeldungObject 5 lost. CAN-message in the MeldungObject 6 lost. CAN-message in the MeldungObject 7 lost. CAN-message in the MeldungObject 8 lost. CAN-message in the MeldungObject 9 lost. CAN-message in the MeldungObject 10 lost. CAN-message in the MeldungObject 11 lost. CAN-message in the MeldungObject 12 lost. CAN-message in the MeldungObject 13 lost. CAN-message in the MeldungObject 14 lost. CAN-message in the MeldungObject 15 lost. CAN-message in the MeldungObject 16 lost. CAN-message in the MeldungObject 17 lost. CAN-message in the MeldungObject 18 lost. CAN-message in the MeldungObject 19 lost. CAN-message in the MeldungObject 20 lost. CAN-message in the MeldungObject 21 lost. CAN-message in the MeldungObject 22 lost. CAN-message in the MeldungObject 23 lost. CAN-message in the MeldungObject 24 lost. CAN-message in the MessageObject 26 lost. CAN-message in the MeldungObject 26 lost. CAN-message in the MeldungObject 27 lost. CAN-message in the MeldungObject 28 lost. CAN-message in the MeldungObject 29 lost. CAN-message in the MeldungObject 30 lost. CAN-message in the MeldungObject 31 lost
-4232,message,
-4233,message,Error chain adjustment not possible,The discrepancy of the measured values was too large
-4234,message,Error chain adjustment not okay,The adjustment data of the error chain is not available
-4235,message,TAC without heating is blocked,TAC cannot run with a positive set point jump if the machine does not have any heating. If possible.  carry out identification using negative set point jumps
-4236,message,TAC without cooling is blocked,TAC cannot run with a negative set point jump if the machine does not have any cooling. If possible.  carry out identification using positive set point jumps. An error has been found when decoding the over temperature tripping value.
-4238,message,TAC requires the compressor to run,As long as TAC is active.  the compressor automatic setting may not be changed. Identifikation benötigt laufenden Kompressor
-4239,message,TAC couldn't be started,TAC couldn't be started. Identification is only possible with manual setpoint setting. Return the Set-point settings to hand operation. TAC konnte nicht gestartet werden. TAC konnte nicht gestartet werden. Identification is only possible with manual setpoint setting. Return the Set-point settings to hand operation
-4240,message,TAC couldn't be started,TAC couldn't be started.  because temperature control is switched off. Start temperature control.  and let the system settle on a fixed temperature.
-4241,message,TAC couldn't be started,TAC couldn't be started.  because pump is switched off. Turn on the pump. TAC konnte nicht gestartet werden
-4242,message,TAC couldn't be started,TAC couldn't be started.  because heating is switched off. Turn on the heating. TAC konnte nicht gestartet werden
-4243,message,TAC couldn't be started,TAC couldn't be started.  because of a failure. Cancel alarm by turning off the machine and then turning on again.  and try to find the cause of the fault. TAC konnte nicht gestartet werden
-4244,message,The identification cannot be started as the compressor is not yet ready,
-4245,message,TAC couldn't be started,TAC couldn't be started.  because no steady state could be reached yet. Wait until temperature has stabilised to start identification. TAC konnte nicht gestartet werden
-4246,message,TAC couldn't be started,TAC couldn't be started due to an unknown reason. TAC konnte nicht gestartet werden
-4247,message,The service package has been successfully created,USB stick could be removed. Please see ServicePackageReadme
-4248,message,The service package has been successfully created,USB stick still in use. Do not remove. Please see ServicePackageReadme.txt
-4249,message,
-4250,message,
-4251,message,The service package has been created successfully and was uploaded to the network,
-4252,message,Stepper motor reset (of the LT-stage resp. the HT-stage in single stage systems), as the evaporation pressure is too high (MOP monitor)
-4253,message,CAN controller software can be updated,
-4254,message,
-4255,message,The service package has been successfully created. The file is located in home directory,
-4300,message,Level not okay,The filling level must be corrected. Please check it. Re-fill the fluid to a suitable level. If a bath circulator check the correct fluid has been entered. Check that the internal circulation is good. Use max pump speed. An unexpected confirmation was received during the transmission
-8190,message,A command to process a temperature control program was not correctly received from the controller, and thus cannot be executed. Repeat the action again
-8191,message,A command to process a temperature control program was not correctly received from the controller, and thus cannot be executed. Repeat the action again
-9100,message,Operating System fault Active board,
-15006,message,CAN Controller dongle detected,Write Protection of CAN Controller configuration is now disabled. CAN-Controller Dongle erkannt. Info
-10149,info,Connection to controller has been re-etablished,
-16384,info,X-info which is stored together with a fault, or or automatically produced if no X-info is stored within the last 6 hours (NOT in standby)
-16385,info,The temperature control was activated from the control panel,The temperature control was activated by autostart function
-16387,info,The temperature control was activated by a PP- or LAI command via PC,
-16388,info,The temperature control was activated by the external control signal via the Com,
-16389,info,temperature control was started via a program,
-16390,info,The temperature control was turned off from the control panel,
-16391,info,The temperature control was deactivated by the autostart function,
-16392,info,The temperature control was de-activated by a PP- or LAI command via PC,
-16393,info,The temperature control was de-activated by the external control signal via the Com,
-16394,info,Temperature control was turned off at the end of a programme,
-16395,info,The degassing was started via the control panel,
-16396,info,The degassing was started via by a PP- or LAI command via PC,
-16397,info,The degassing was turned off via the control panel,
-16398,info,The degassing was turned off by a PP- or LAI command via PC,
-16399,info,The air venting was started via the control panel,
-16400,info,The air venting was started by PP- or LAI command via PC,
-16401,info,The air venting was turned off from the control panel,
-16402,info,The air venting was turned off by PP- or LAI command via PC,
